Identifier,Female,Age,Gradespassed15,ReadUrdu16,Financialconditionoverlastyear22,Collectivehouseholdincome112,Ownahouse122,Ownaland123,ClientofnonIslamicinstitution32,RecitingQuran33,Attendingreligiousgatherings34,Consultingreligiouscholar310,ListTreatment,Listexperiment
ID1702,1,40,5,1,4,3,1,1,0,4,2,0,0,2
ID1703,1,27,5,2,3,3,1,1,0,2,3,1,1,2
ID1704,1,27,10,2,1,99,1,1,0,1,1,2,1,2
ID1705,1,49,99,0,3,2,1,1,0,2,2,0,0,2
ID1706,1,22,0,0,3,3,1,0,0,1,2,2,0,2
ID1707,0,36,5,1,4,4,0,1,1,0,4,,1,3
ID1708,0,22,3,1,5,4,1,1,1,3,4,0,1,3
ID1709,0,35,10,2,3,4,1,1,1,4,4,,1,3
ID1710,0,37,4,1,5,4,1,1,0,2,3,2,1,2
ID1711,0,35,0,0,2,4,0,1,1,2,3,,1,3
ID1712,1,31,3,1,4,3,1,1,1,2,4,,1,3
ID1713,1,32,0,0,3,3,1,0,0,0,3,1,1,2
ID1714,1,37,3,1,3,3,1,1,1,0,3,0,1,3
ID1715,1,48,8,2,4,4,1,1,0,2,4,,1,3
ID1716,1,29,10,2,4,3,1,1,0,1,4,2,1,3
ID1717,1,35,5,1,2,4,1,1,0,1,3,1,1,3
ID1718,1,38,5,0,5,4,1,1,0,2,3,2,1,3
ID1719,1,46,3,2,4,4,1,0,0,1,4,1,1,3
ID1720,1,39,8,2,3,4,1,0,0,2,4,1,1,3
ID1721,1,52,5,1,4,4,1,0,0,1,4,2,1,3
ID1722,0,29,99,1,5,4,0,1,1,2,3,,0,2
ID1723,0,42,5,1,4,4,1,1,0,2,3,1,0,2
ID1724,0,52,2,1,5,99,1,0,0,2,3,2,0,2
ID1725,0,33,2,0,4,88,1,1,0,1,3,1,0,2
ID1726,0,29,0,0,3,4,1,0,0,2,3,,1,3
ID1727,0,38,3,1,3,4,1,0,0,3,4,0,1,3
ID1728,0,20,,,,,,,,,,,1,
ID1729,0,19,,,,,,,,,,,1,
ID1730,1,47,8,1,4,4,1,0,1,0,4,,1,3
ID1731,1,25,0,0,1,4,0,0,0,0,4,,1,2
ID1732,1,30,5,1,4,4,1,1,1,0,4,,1,2
ID1733,1,28,2,1,4,3,0,1,0,1,4,1,1,2
ID1734,1,46,0,0,3,4,1,0,0,2,4,1,1,2
ID1735,1,44,12,2,4,4,0,1,0,1,4,2,1,2
ID1736,1,23,3,1,3,3,1,0,0,2,4,2,1,2
ID1737,1,37,8,1,3,4,0,1,0,3,4,1,1,2
ID1738,1,21,2,1,3,3,1,0,0,2,4,1,1,2
ID1739,1,24,0,0,1,2,0,0,0,3,3,1,1,2
ID1740,1,39,5,1,3,4,1,1,0,2,3,2,1,2
ID1741,1,44,10,2,5,4,1,1,0,1,3,3,1,2
ID1742,1,57,3,1,3,3,1,1,0,2,4,1,1,2
ID1743,1,40,99,1,4,4,1,1,0,2,4,1,1,2
ID1744,0,20,3,1,4,4,1,1,1,3,3,,0,2
ID1745,0,33,88,0,4,4,1,0,1,2,4,,0,2
ID1746,0,37,2,0,4,4,1,0,0,1,3,1,0,2
ID1747,0,34,88,0,3,3,0,1,0,2,4,2,0,2
ID1748,1,50,99,1,4,4,0,0,0,3,4,,0,2
ID1749,1,49,8,2,5,4,1,0,1,2,4,,0,2
ID1750,1,52,3,1,4,4,1,1,0,1,4,0,0,2
ID1751,1,34,88,0,3,3,1,0,0,2,4,2,0,2
ID1752,1,41,4,1,4,4,0,1,0,,4,2,0,2
ID1753,1,50,99,0,2,3,1,0,0,2,3,1,0,2
ID1754,1,27,9,2,4,4,0,1,0,3,4,2,0,2
ID1755,1,57,88,1,4,4,1,0,0,1,4,1,0,2
ID1756,1,39,3,1,5,3,1,1,0,3,4,2,0,2
ID1757,1,36,99,1,3,4,0,0,0,0,4,1,0,2
ID1758,1,52,88,0,4,3,1,0,0,0,4,1,0,2
ID1759,1,57,88,0,5,4,1,1,0,1,4,0,0,2
ID1760,1,30,2,1,4,4,1,0,0,2,3,1,0,2
ID1761,1,37,3,1,3,3,1,1,0,0,4,0,0,2
ID1762,1,45,88,0,3,3,1,0,0,0,3,1,0,2
ID1763,1,39,99,2,5,4,1,0,0,2,3,2,0,2
ID1764,1,36,3,1,3,3,0,1,0,0,4,0,0,2
ID1765,1,33,0,0,2,4,1,1,0,0,3,1,0,2
ID1766,1,41,0,0,1,4,0,0,0,1,4,0,0,2
ID1767,1,44,88,1,4,3,1,0,0,3,4,1,0,2
ID1768,1,30,0,0,5,4,1,1,0,2,3,2,0,2
ID1769,1,48,3,1,3,4,0,1,0,2,3,0,0,2
ID1770,1,42,5,2,3,3,1,0,0,2,4,1,0,2
ID1771,1,30,10,2,2,4,1,1,0,3,4,1,0,2
ID1772,1,19,,,,,,,,,,,1,
ID1773,1,48,0,0,4,3,1,1,0,4,3,0,1,3
ID1774,1,35,0,0,3,3,1,1,0,1,3,1,1,3
ID1775,1,38,0,0,3,4,1,1,0,2,3,2,1,3
ID1776,0,19,10,2,4,3,1,1,0,1,3,2,1,3
ID1777,1,52,2,1,3,3,1,1,0,4,3,2,1,3
ID1778,1,48,3,1,2,2,1,0,0,1,2,2,1,2
ID1779,1,36,0,0,4,3,1,1,1,3,2,,1,3
ID1780,0,26,5,1,2,3,1,1,0,2,3,1,1,2
ID1781,0,45,8,2,2,4,1,1,1,2,2,1,1,3
ID1782,1,36,0,0,2,3,1,0,0,4,4,3,1,2
ID1783,0,51,5,1,2,4,1,1,0,4,3,1,1,3
ID1784,1,36,0,0,4,3,1,1,0,2,3,1,1,3
ID1785,1,45,0,0,3,3,0,1,0,4,4,2,1,2
ID1786,0,26,8,2,2,3,1,1,1,3,2,,1,3
ID1787,0,21,10,2,2,4,1,1,0,2,4,3,1,3
ID1788,1,45,10,2,3,3,1,1,0,2,1,1,1,2
ID1789,1,26,3,1,4,3,1,1,0,4,1,0,1,3
ID1790,1,41,14,2,2,4,1,1,0,2,1,2,1,2
ID1791,1,32,4,1,2,3,1,1,0,1,2,1,1,3
ID1792,1,32,7,2,3,3,1,0,0,1,2,2,1,3
ID1793,0,24,10,2,2,3,1,1,1,2,2,,1,3
ID1794,1,37,0,0,3,2,1,1,0,1,4,2,1,2
ID1795,1,41,0,0,2,4,1,1,0,0,4,2,1,2
ID1796,1,52,0,0,3,3,1,1,0,0,3,1,1,2
ID1797,1,52,3,1,4,3,0,1,0,4,1,,1,2
ID1798,1,32,8,2,4,3,1,1,0,4,4,1,1,3
ID1799,1,29,0,0,4,3,1,1,0,0,2,2,1,2
ID1800,1,22,8,2,4,4,1,1,0,3,4,3,1,3
ID1801,1,47,0,0,3,2,1,1,0,1,1,0,1,2
ID1802,1,37,0,0,3,2,1,1,0,0,3,3,1,2
ID1803,1,42,10,2,4,3,1,1,0,2,2,2,1,2
ID1804,0,33,12,2,2,3,1,1,0,4,2,3,1,2
ID1805,1,39,0,0,4,3,1,1,0,3,1,1,1,2
ID1806,1,33,0,0,4,3,0,1,0,0,1,2,1,2
ID1807,1,43,0,0,3,3,1,1,1,0,4,1,1,2
ID1808,1,41,5,1,3,3,1,1,0,3,2,1,1,2
ID1809,1,37,0,0,3,3,1,1,0,2,2,2,1,2
ID1810,1,26,0,0,2,4,1,0,1,1,4,2,1,2
ID1811,0,41,9,2,3,3,1,1,0,4,2,0,1,2
ID1812,1,42,0,0,4,3,1,1,1,2,1,2,1,2
ID1813,1,50,0,0,2,3,0,1,0,1,1,1,1,3
ID1814,1,35,0,0,3,3,1,1,0,0,3,3,1,2
ID1815,0,35,0,0,3,3,1,1,0,4,4,2,1,3
ID1816,1,23,,,,,,,,,,,0,
ID1817,1,19,,,,,,,,,,,0,
ID1818,1,23,,,,,,,,,,,0,
ID1819,1,17,,,,,,,,,,,0,
ID1820,1,22,,,,,,,,,,,0,
ID1821,1,37,0,0,2,3,1,1,0,0,4,2,0,2
ID1822,1,44,0,0,4,3,1,1,0,3,2,2,0,2
ID1823,1,29,4,1,3,4,1,1,1,2,4,,0,2
ID1824,1,53,0,0,3,3,1,1,1,2,3,1,0,1
ID1825,1,44,0,0,3,3,1,1,0,2,4,3,0,2
ID1826,0,27,10,2,2,3,1,1,0,3,4,2,0,2
ID1827,0,55,12,2,3,3,1,1,0,3,4,1,0,2
ID1828,0,22,10,2,3,3,1,1,1,4,1,2,0,1
ID1829,1,44,10,2,3,3,1,1,0,4,4,3,0,2
ID1830,1,27,8,2,4,2,1,0,0,2,2,0,0,2
ID1831,0,46,14,2,4,3,1,1,1,2,3,1,0,2
ID1832,1,39,8,2,2,3,1,1,1,4,2,1,0,1
ID1833,1,42,6,1,2,3,1,1,1,4,3,,0,2
ID1834,0,38,8,2,4,4,1,1,1,1,1,,0,2
ID1835,1,28,14,2,3,3,1,1,1,2,3,3,0,1
ID1836,1,28,10,2,4,3,1,1,0,2,4,2,0,2
ID1837,1,31,11,2,2,4,1,1,0,1,2,2,0,2
ID1838,0,44,12,2,4,3,1,1,0,3,2,3,0,1
ID1839,1,35,0,0,3,3,1,1,0,0,4,1,0,2
ID1840,1,50,0,0,3,3,1,1,1,1,1,3,0,2
ID1841,1,37,0,0,4,2,1,1,0,3,2,1,0,1
ID1842,1,29,4,1,2,3,1,0,0,4,2,1,0,2
ID1843,1,27,3,1,3,3,1,1,1,2,1,,0,2
ID1844,1,28,8,2,3,3,1,1,0,2,4,3,0,2
ID1845,1,30,0,0,3,2,1,1,0,1,2,3,0,2
ID1846,1,49,0,0,4,3,1,1,0,4,2,1,0,2
ID1847,1,34,0,0,3,3,1,1,0,3,1,1,0,1
ID1848,0,27,10,2,4,3,1,1,1,2,4,,0,2
ID1849,1,32,0,0,3,3,1,1,0,1,4,3,0,2
ID1850,1,35,0,0,2,3,0,1,0,4,2,1,0,2
ID1851,1,49,0,0,4,3,1,1,0,1,4,2,0,2
ID1852,0,39,12,2,3,3,1,1,1,2,2,1,0,2
ID1853,1,55,0,0,3,3,1,1,0,4,3,1,0,2
ID1854,1,34,0,0,2,3,1,1,1,1,3,2,0,2
ID1855,1,55,0,0,3,3,1,1,1,4,1,2,0,2
ID1856,1,37,0,0,2,3,1,0,0,4,4,2,0,2
ID1857,1,26,0,0,2,3,1,1,0,3,3,2,0,2
ID1858,1,50,5,1,2,3,1,1,1,2,2,1,0,2
ID1859,0,27,12,2,3,3,1,1,0,4,3,1,0,2
ID1860,1,50,0,0,4,3,1,1,1,3,2,,0,2
ID1861,0,52,0,0,3,3,1,1,1,0,2,,1,3
ID1862,0,33,7,2,4,3,1,0,1,0,2,,1,3
ID1863,1,32,5,0,2,3,1,1,1,0,3,,1,3
ID1864,1,49,0,0,1,3,1,0,1,0,2,,1,3
ID1865,0,43,0,0,1,4,1,0,1,4,1,0,1,3
ID1866,0,19,0,0,2,4,1,0,1,4,1,0,1,3
ID1867,1,42,0,0,2,3,1,0,1,4,3,0,1,3
ID1868,1,40,0,0,2,3,0,0,1,4,2,,1,3
ID1869,0,48,8,1,2,4,0,1,1,3,2,0,1,3
ID1870,0,47,10,2,3,4,1,1,0,2,2,2,1,2
ID1871,0,43,0,0,3,4,1,1,0,2,2,2,1,2
ID1872,0,22,5,2,3,4,1,1,0,2,2,2,1,3
ID1873,0,52,10,2,2,4,1,0,0,1,1,2,1,2
ID1874,0,28,3,1,3,3,1,0,0,2,2,1,1,2
ID1875,0,35,8,2,3,3,0,1,0,2,1,1,1,2
ID1876,0,33,0,0,3,3,1,1,0,2,2,2,1,2
ID1877,0,32,5,2,4,3,1,1,0,2,2,2,1,2
ID1878,0,28,4,0,4,4,1,0,0,2,4,1,1,2
ID1879,0,27,2,0,3,4,1,0,0,3,2,1,1,2
ID1880,0,21,2,2,3,3,1,1,0,2,2,1,1,2
ID1881,0,35,10,2,3,4,1,0,0,2,3,1,1,2
ID1882,0,39,10,2,3,3,1,1,1,2,4,2,1,2
ID1883,1,54,0,0,3,4,1,0,0,1,1,2,1,2
ID1884,1,46,8,2,2,3,1,0,1,2,2,2,1,2
ID1885,1,26,10,2,2,4,1,1,0,3,3,2,1,2
ID1886,1,42,10,2,2,3,1,1,0,3,3,2,1,3
ID1887,1,37,5,1,3,3,1,0,0,1,1,1,1,3
ID1888,1,32,10,2,2,4,1,0,0,3,3,2,1,2
ID1889,1,33,8,2,2,2,0,0,0,1,1,1,1,2
ID1890,1,51,99,0,2,3,1,0,0,3,3,1,1,2
ID1891,1,54,10,2,2,3,1,0,0,3,3,1,1,3
ID1892,1,43,88,0,2,4,1,1,0,3,3,,1,3
ID1893,1,24,7,2,2,3,0,1,0,3,3,,1,3
ID1894,1,35,2,0,2,3,1,0,0,3,3,0,1,3
ID1895,1,28,0,0,2,4,1,0,0,1,1,0,1,3
ID1896,1,36,10,2,2,4,1,1,0,3,3,,1,3
ID1897,1,48,88,0,2,4,1,1,0,3,3,,1,3
ID1898,1,46,2,0,2,4,1,1,0,1,1,2,1,2
ID1899,1,53,3,0,1,2,1,0,0,2,2,2,1,3
ID1900,1,29,99,0,2,3,1,0,0,3,3,2,1,2
ID1901,1,48,0,0,3,4,1,1,0,1,1,1,1,2
ID1902,1,55,0,0,3,3,1,0,0,3,2,1,1,3
ID1903,1,29,4,2,2,4,1,0,0,3,3,2,1,2
ID1904,0,37,0,0,3,4,1,1,0,0,2,2,0,2
ID1905,0,22,88,0,2,4,0,0,0,0,1,2,0,2
ID1906,0,33,88,0,1,4,1,0,0,0,2,1,0,2
ID1907,1,57,0,0,1,4,1,0,0,0,3,0,0,2
ID1908,1,45,0,0,1,4,1,0,0,0,3,0,0,2
ID1909,1,39,3,0,2,4,0,0,0,0,3,2,0,2
ID1910,1,54,0,0,2,99,1,0,1,0,3,,0,2
ID1911,1,32,0,0,2,4,1,0,0,0,3,2,0,2
ID1912,1,23,1,0,2,3,1,0,0,4,1,2,0,2
ID1913,1,45,0,0,1,3,1,0,0,4,2,1,0,2
ID1914,0,45,5,2,3,3,0,0,0,4,2,,0,2
ID1915,0,41,0,0,3,3,1,1,0,2,2,2,0,2
ID1916,0,23,0,0,3,4,0,0,0,3,2,1,0,2
ID1917,0,41,0,0,2,3,1,0,1,1,1,,0,2
ID1918,0,29,10,2,3,3,0,1,0,2,2,2,0,2
ID1919,0,33,5,2,3,3,1,1,0,2,2,2,0,2
ID1920,0,51,0,0,3,4,0,0,0,2,2,2,0,2
ID1921,0,35,5,2,2,4,0,0,0,4,3,,0,2
ID1922,0,29,10,2,1,4,1,0,0,1,1,1,0,2
ID1923,0,46,0,0,3,3,1,1,0,2,2,2,0,2
ID1924,0,25,2,1,3,4,1,1,0,2,2,1,0,2
ID1925,0,37,3,0,2,4,1,1,0,3,4,1,0,2
ID1926,0,35,2,0,2,4,1,1,0,2,1,1,0,2
ID1927,0,22,3,2,3,3,1,1,0,2,2,2,0,2
ID1928,0,28,9,2,2,4,1,1,0,2,2,0,0,2
ID1929,1,47,0,0,1,3,1,0,1,3,1,,0,0
ID1930,1,33,2,0,2,3,1,1,0,2,3,2,0,2
ID1931,1,34,5,1,2,2,1,1,1,3,3,0,0,2
ID1932,1,33,5,2,2,3,1,1,1,3,3,,0,2
ID1933,1,34,8,2,2,3,0,0,1,3,3,,0,2
ID1934,1,29,0,0,3,3,1,0,1,1,1,,0,2
ID1935,1,36,0,0,2,3,1,0,1,3,3,,0,3
ID1936,1,52,10,2,2,3,1,1,1,3,3,,0,2
ID1937,1,29,0,1,2,3,1,0,0,1,1,3,0,2
ID1938,1,28,0,1,2,3,1,0,0,3,3,2,0,2
ID1939,1,36,99,0,2,3,1,1,0,3,3,2,0,2
ID1940,1,37,0,0,2,3,1,0,0,3,3,2,0,2
ID1941,1,39,88,0,2,3,1,1,0,3,3,2,0,2
ID1942,1,44,3,0,3,3,1,1,0,3,3,2,0,2
ID1943,1,42,0,0,2,3,1,0,0,1,2,2,0,2
ID1944,1,48,0,0,2,3,1,0,0,3,3,2,0,2
ID1945,1,37,1,0,3,4,1,1,0,2,3,1,0,2
ID1946,0,23,8,2,3,3,1,1,0,3,2,2,1,2
ID1947,0,30,10,2,4,3,1,0,0,3,2,2,1,2
ID1948,0,29,8,2,3,3,1,0,0,2,3,2,1,2
ID1949,0,27,0,0,3,2,1,0,0,4,4,0,0,2
ID1950,0,23,12,2,3,3,1,0,0,2,2,2,0,2
ID1951,0,38,8,2,3,4,1,1,0,3,3,,0,2
ID1952,0,26,9,2,4,4,1,1,1,1,2,2,0,2
ID1953,1,39,12,2,3,2,1,0,0,2,3,2,1,2
ID1954,1,49,5,2,2,2,1,0,0,2,4,2,1,2
ID1955,1,27,0,0,3,3,1,0,0,2,3,1,1,2
ID1956,1,37,0,0,4,2,1,1,0,2,3,0,1,3
ID1957,1,48,10,2,3,3,1,0,0,3,3,2,1,2
ID1958,1,31,5,1,3,3,1,1,0,3,4,3,1,2
ID1959,1,39,0,0,4,3,1,1,0,3,3,2,1,2
ID1960,1,30,0,0,3,4,1,0,0,2,2,1,1,2
ID1961,1,40,0,0,3,3,1,0,0,3,4,0,1,3
ID1962,1,53,0,0,3,3,1,1,0,4,3,1,1,2
ID1963,1,30,0,0,2,3,1,1,0,2,3,2,1,2
ID1964,1,57,0,0,3,3,1,0,0,2,1,0,1,3
ID1965,1,44,0,0,3,3,1,1,0,3,3,2,0,2
ID1966,1,37,0,0,4,3,1,1,0,0,4,1,0,2
ID1967,1,31,0,0,3,2,1,0,0,1,2,,0,1
ID1968,1,33,0,0,3,3,1,1,0,3,4,2,0,2
ID1969,1,38,5,2,3,3,1,1,0,2,3,1,0,3
ID1970,1,39,0,0,4,2,1,0,0,1,1,0,0,2
ID1971,1,59,0,0,2,2,1,0,0,2,3,2,0,2
ID1972,1,28,5,1,4,4,1,0,0,1,2,2,1,2
ID1973,1,44,0,0,3,3,1,1,0,0,3,3,1,2
ID1974,1,47,2,1,3,3,1,1,0,4,2,1,1,2
ID1975,1,29,1,1,2,3,1,1,1,1,4,3,1,3
ID1976,1,25,3,1,4,3,1,1,0,1,4,2,1,2
ID1977,1,49,2,1,3,4,1,1,0,3,2,0,1,2
ID1978,1,21,0,0,4,3,1,1,0,0,2,2,0,2
ID1979,1,40,5,2,2,3,1,1,1,3,3,1,0,2
ID1980,1,35,0,0,2,4,1,1,0,3,4,2,0,2
ID1981,1,23,3,2,4,3,1,1,0,2,1,1,0,2
ID1982,1,22,,,,,,,,,,,1,
ID1983,1,22,,,,,,,,,,,1,
ID1984,1,22,,,,,,,,,,,1,
ID1985,1,22,,,,,,,,,,,1,
ID1986,1,22,,,,,,,,,,,0,
ID1987,1,30,5,1,3,3,1,1,0,3,3,0,1,3
ID1988,1,28,5,2,2,2,0,1,0,1,1,0,1,2
ID1989,1,48,5,1,3,3,1,1,0,4,2,2,1,3
ID1990,1,59,0,0,4,3,1,1,0,4,4,2,1,3
ID1991,1,34,5,2,4,3,1,1,0,2,3,2,1,3
ID1992,1,35,0,0,3,2,1,1,0,1,3,1,1,2
ID1993,1,36,0,0,3,3,1,1,0,2,3,1,1,2
ID1994,1,39,0,0,3,3,1,0,0,2,3,1,1,2
ID1995,1,47,5,1,3,3,1,1,0,4,2,0,1,1
ID1996,1,37,0,0,2,2,1,1,0,2,4,2,1,2
ID1997,1,51,0,0,2,3,1,0,0,4,3,3,1,2
ID1998,1,47,0,0,3,4,1,1,0,2,2,3,1,2
ID1999,1,29,8,2,2,3,1,0,1,4,1,1,1,2
ID2000,1,58,0,0,4,2,1,1,0,4,2,3,1,2
ID2001,1,54,0,0,3,3,1,1,0,2,3,1,1,2
ID2002,1,27,88,0,3,3,1,1,0,2,3,2,0,1
ID2003,1,35,99,0,3,3,1,1,0,1,2,3,0,2
ID2004,1,37,0,0,4,3,1,1,0,2,3,2,0,2
ID2005,1,29,0,0,2,2,0,0,0,2,4,2,0,2
ID2006,1,37,5,2,4,2,1,1,0,2,4,2,0,2
ID2007,1,54,0,0,3,2,1,0,0,2,2,2,0,2
ID2008,1,33,10,2,3,4,1,1,0,2,1,0,0,1
ID2009,1,40,0,0,3,3,1,1,0,2,4,2,1,2
ID2010,1,36,0,0,2,3,1,1,0,0,3,2,1,2
ID2011,1,42,2,1,4,3,1,1,0,3,3,1,1,2
ID2012,1,39,1,1,2,3,0,1,0,2,4,3,1,2
ID2013,1,51,5,2,3,3,1,1,0,3,1,,1,2
ID2014,1,49,4,1,4,4,1,1,1,2,1,1,1,3
ID2015,1,55,0,0,2,3,1,1,0,2,4,0,1,2
ID2016,1,37,0,0,4,3,1,1,0,0,2,,1,2
ID2017,1,53,5,2,3,4,1,1,0,2,3,3,1,3
ID2018,1,37,5,2,2,3,1,0,0,3,2,,0,2
ID2019,1,31,2,1,4,3,1,1,0,1,3,2,0,2
ID2020,1,40,0,0,2,3,1,1,1,2,2,0,0,1
ID2021,1,36,0,0,4,3,1,0,0,0,1,1,0,2
ID2022,1,32,3,1,3,3,1,1,0,4,4,0,0,2
ID2023,1,31,0,0,3,4,1,0,0,3,2,1,0,2
ID2024,1,40,1,1,2,3,0,1,0,2,1,0,0,1
ID2025,1,41,3,1,3,3,1,1,0,2,3,1,0,2
ID2026,1,55,1,1,3,4,1,1,0,3,1,0,0,2
ID2027,1,46,2,2,2,3,1,1,0,3,2,0,0,2
ID2028,1,49,4,2,4,3,1,1,0,1,4,0,0,2
ID2029,1,37,3,2,3,4,1,1,0,1,4,2,0,2
ID2030,1,49,4,2,2,3,1,1,0,1,4,,0,2
ID2031,1,34,4,1,2,4,1,1,0,2,3,3,0,2
ID2032,1,29,0,0,4,3,1,1,0,4,1,2,0,2
ID2033,1,45,1,0,2,3,1,1,0,1,1,2,0,2
ID2034,1,26,0,0,4,4,1,0,0,0,3,1,0,2
ID2035,1,42,1,1,2,4,1,1,0,2,3,1,0,2
ID2036,1,46,3,1,2,3,1,1,0,2,1,2,0,2
ID2037,1,39,3,2,4,3,1,0,0,1,1,,0,1
ID2038,1,26,0,0,4,3,1,1,0,2,4,2,0,2
ID2039,1,41,4,2,3,3,1,1,1,4,2,2,0,2
ID2040,1,29,4,2,2,4,1,1,0,3,2,3,0,1
ID2041,1,34,5,2,2,3,1,1,0,4,4,2,0,2
ID2042,1,35,1,2,4,3,1,1,0,2,3,1,0,2
ID2043,1,29,4,1,3,4,1,1,0,3,2,0,0,2
ID2044,1,32,88,0,4,1,0,1,0,0,4,2,0,1
ID2045,1,36,88,0,3,3,1,1,1,0,4,3,1,3
ID2046,1,28,88,0,4,2,1,0,0,0,2,2,1,3
ID2047,1,55,0,0,1,1,1,0,0,0,3,2,0,2
ID2048,1,33,0,0,4,4,1,0,0,0,3,3,0,2
ID2049,0,27,5,2,3,2,1,0,1,3,5,2,0,2
ID2050,1,26,5,0,3,2,1,0,0,1,1,,0,2
ID2051,1,57,0,0,3,2,1,0,0,0,4,,1,3
ID2052,1,37,0,0,4,2,1,0,0,0,2,0,1,2
ID2053,1,37,0,0,2,2,1,0,0,3,4,2,0,2
ID2054,1,46,88,0,4,3,1,0,1,0,2,2,0,2
ID2055,1,27,0,0,2,2,1,0,0,0,2,0,1,3
ID2056,1,47,0,0,1,99,1,0,0,1,1,2,1,2
ID2057,1,36,0,0,5,2,1,0,0,0,1,0,0,2
ID2058,1,35,0,0,5,1,1,0,1,0,5,,0,2
ID2059,1,41,0,0,3,3,1,0,0,2,3,1,1,2
ID2060,1,36,0,0,3,4,1,1,0,2,3,1,0,2
ID2061,1,52,0,0,3,4,1,0,0,4,3,1,1,3
ID2062,1,28,8,2,3,4,1,0,0,1,3,0,1,2
ID2063,1,30,0,0,3,3,1,0,0,0,5,3,0,2
ID2064,1,28,0,0,3,3,1,0,0,0,2,3,0,2
ID2065,1,32,0,0,1,4,1,1,0,1,1,,0,2
ID2066,1,49,0,0,3,1,1,0,0,0,2,,1,3
ID2067,1,30,0,0,3,3,1,0,1,0,2,3,0,2
ID2068,0,27,5,1,3,3,1,1,0,4,2,,1,3
ID2069,1,35,0,0,2,4,1,1,0,1,4,,0,2
ID2070,1,36,0,0,2,1,1,0,1,1,3,2,0,2
ID2071,1,33,0,0,3,2,1,1,0,2,1,0,1,3
ID2072,1,24,5,1,3,2,1,0,0,1,2,,1,2
ID2073,1,36,0,0,3,4,1,0,0,3,4,,1,3
ID2074,1,51,0,0,4,3,1,0,0,0,4,3,1,3
ID2075,1,55,0,0,3,2,1,1,0,1,1,3,1,3
ID2076,1,55,0,0,3,2,1,1,0,0,4,3,0,2
ID2077,1,47,88,0,2,3,1,0,0,0,2,,1,2
ID2078,1,18,88,0,4,3,1,0,0,0,3,3,1,3
ID2079,1,48,0,0,3,4,1,1,0,0,3,0,1,3
ID2080,1,49,88,0,3,4,1,1,0,0,4,0,1,3
ID2081,1,24,14,2,3,4,1,1,0,4,1,,0,2
ID2082,1,42,88,0,3,4,1,1,0,2,3,0,0,2
ID2083,1,34,0,0,3,3,1,0,0,0,4,1,1,3
ID2084,1,54,0,0,4,3,1,1,0,0,4,,1,2
ID2085,1,51,0,0,3,3,1,1,0,1,1,3,1,2
ID2086,1,30,0,0,4,4,1,1,0,2,3,0,1,2
ID2087,1,38,88,0,3,3,1,0,0,0,5,0,1,3
ID2088,1,27,0,0,4,2,1,0,0,1,1,0,0,2
ID2089,1,40,0,0,2,3,1,0,0,0,3,2,0,2
ID2090,1,26,0,0,1,4,1,0,0,3,3,1,0,2
ID2091,1,35,0,0,3,3,1,1,0,0,4,1,0,2
ID2092,0,29,,,,,,,,,,,1,
ID2093,1,44,,,,,,,,,,,0,
ID2094,0,26,,,,,,,,,,,0,
ID2095,1,27,5,0,2,3,1,1,1,1,3,,1,3
ID2096,1,27,0,0,2,3,0,1,0,2,3,1,0,2
ID2097,1,25,3,1,5,3,1,1,1,1,1,0,1,3
ID2098,1,27,0,0,3,4,1,1,0,0,2,2,0,2
ID2099,1,27,2,0,3,4,1,1,1,0,4,,1,3
ID2100,1,25,0,0,2,3,1,0,1,2,2,0,0,2
ID2101,1,25,2,0,3,3,1,0,0,3,2,0,1,3
ID2102,0,27,0,0,4,4,1,0,0,4,4,1,0,2
ID2103,1,25,0,0,2,4,1,1,1,4,3,,1,3
ID2104,0,27,2,1,4,4,1,0,0,2,1,1,0,2
ID2105,1,27,2,0,3,3,1,0,0,4,3,,1,3
ID2106,1,25,0,1,2,3,1,0,0,3,1,1,0,2
ID2107,1,25,1,0,4,3,1,1,0,3,4,1,1,2
ID2108,1,25,0,0,4,4,1,0,0,3,3,2,0,2
ID2109,1,25,5,2,1,3,1,0,0,2,4,2,1,2
ID2110,1,27,2,1,4,4,1,0,0,1,4,,0,2
ID2111,1,25,4,1,2,3,1,0,0,3,1,3,1,2
ID2112,1,27,4,2,2,3,1,1,0,0,3,1,0,2
ID2113,1,25,2,1,4,4,1,1,0,0,4,2,1,2
ID2114,1,27,3,1,3,4,1,0,0,0,3,0,0,2
ID2115,1,25,3,0,3,3,1,0,0,0,3,1,1,2
ID2116,1,27,1,0,2,3,1,0,0,4,1,,0,2
ID2117,1,27,0,0,5,4,1,1,0,0,1,3,1,2
ID2118,1,27,3,1,4,3,1,1,0,2,3,1,0,2
ID2119,1,27,8,2,4,3,1,1,0,2,4,,1,3
ID2120,1,27,3,0,4,4,1,1,1,3,4,,0,2
ID2121,1,25,12,2,2,4,1,1,1,3,1,,1,3
ID2122,1,27,0,1,4,4,1,1,0,0,2,1,0,2
ID2123,1,27,2,1,3,3,1,0,1,1,3,,1,3
ID2124,1,27,3,1,4,4,1,0,0,2,3,0,0,2
ID2125,1,25,2,0,2,4,1,0,0,3,4,1,1,2
ID2126,1,27,1,1,3,3,1,1,1,3,3,0,0,2
ID2127,1,27,0,0,2,4,1,0,0,0,3,1,1,2
ID2128,1,25,1,0,4,3,1,0,0,3,3,2,0,2
